dominio,ocorrencias
PONCIO sem se mover:,1
Já respondi.,1
CLAUDIA apoiando-se nas costas da cadeira por detraz d'elle:,1
Permaneces?,1
Decerto, pois me cumpre.,1
Na perna esquerda sobrepõe a direita, fazendo-a oscillar por longo,1
tempo.,1
CLAUDIA não podendo conter a intima revolta:,1
Bella esperança! Hei de viver aqui,,1
Segundo me parece, eternamente!,1
--Casou Venus com Marte e foi o Amor,1
O que nasceu da conhecida união;,1
Casei comtigo, audaz procurador,,1
A principio amoroso, bom, cortez...,1
O que nasceu, por fim, d'este consorcio?,1
Nasceu a Insipidez!,1
PONCIO enrugando a testa e sem olhar para Claudia:,1
Pela divina _Isis_ que estás louca,,1
Ou requintas de véras em maldade!,1
Talvez seja melhor,1
Não despertar do Nilo a divindade!,1
--N'estes ultimos annos tenho sido,1
Verdadeiro modelo de matrona...,1
Sabes que ambiciona,1
A minha alma fugir a tal desterro,,1
E não queres pedir a demissão!,1
Imaginas talvez ser este o meio,1
De garantir a minha honestidade?,1
Pois olha, estás em erro!,1
Não me curvo a pressões tão aviltantes.,1
Se não fôr satisfeito o meu desejo,,1
Perderei todo o pejo...,1
--Inda possuo algum, valha a verdade!--,1
E para me vingar bem cruelmente,1
Serei mais leviana do que d'antes!,1
PONCIO que se voltára, encarando n'ella, e em tom suasorio:,1
Tu não vês que deixarmos a Judéa,1
Não seria prudente?,1
Tiberio é para nós inexcedivel,1
Em attenções, e dá-me como prémio,1
A confiança. Bastaria a idéa,1
Da minha demissão, para de vez,1
Nos expulsar do resumido grémio,1
Dos seus affeiçoados, e talvez,1
Depois se transformasse em vingador...,1
--Pede outra coisa, Claudia; nunca peças,1
O que julgo insensato.,1
Somos grandes aqui; nenhum valor,1
Teriamos na côrte. Não te esqueças,1
Da sorte de Coponio, Rufo e Grato,,1
Ao voltarem a Roma.,1
Pede outra coisa, Claudia, que por certo,1
Has de ser attendida.,1
Não me digas, porém, que vá trocar,1
Aquillo que é seguro pelo incerto.,1
CLAUDIA n'uma espansão de franqueza em que o desdem transparece:,1
Mas que m'importa, a mim, o teu logar,,1
Se eu desejo viver onde se viva?,1
Em Roma, na cidade portentosa,,1
Onde qualquer escrava é mais altiva,1
Que uma nobre judía virtuosa!,1
Onde Gelanio, o deus das gargalhadas,,1
Desinfecta as emmanações palustres,1
Da tristeza! onde as pedras das calçadas,1
Falam até de tradições illustres!,1
Quero fugir d'este mortal supplicio,1
Para onde o meu ser se espanda e vibre;,1
Participar no seductor bulicio,,1
E ver á tarde o Sol beijar o Tibre!,1
Assistir como outr'ora aos festivaes,1
No grande circo onde o valor impéra;,1
Vêr athletas sanguineos, triunfaes,1
E ouvir os rugidos d'uma féra!,1
Beber o doce vinho de Falerno,,1
Ser cortezã, de novo rir e amar...,1
Dêem-me vida longe d'este Averno,,1
E que m'importa, a mim, o teu logar!,1
PONCIO resoluto, imperioso, deixando caír na meza a mão espalmada:,1
O que uma vez escrevo, escripto fica!,1
Depois, mais brando:,1
Não fugirei ás ordens de Tiberio.,1
De mais, coisa nenhuma justifica,1
Em solidas razões o que me pédes.,1
E volta á primitiva posição.,1
CLAUDIA decorridos alguns instantes, refreando a cólera:,1
Disseste?,1
PONCIO indifferente:,1
Disse.,1
É caso firme e assente,1
Permanecer?,1
Que dúvida!,1
Não cédes,1
Nem aos meus rogos?,1
CLAUDIA muito a sério:,1
És imprudente...,1
--Sabes que fui amante de Tiberio?,1
PONCIO bamboleando a perna e sem mudar de expressão:,1
Tenho ouvido dizer.,1
Não desconheces,1
Que se é meigo, tambem é vingativo,1
O meu caracter. Pois talvez um dia,1
Desappareça o teu falar altivo.,1
Tiberio, com certeza,,1
Muito embora já tenha algumas cans,,1
Ha de ainda lembrar-se da belleza,1
Das suas cortezãs...,1
PONCIO franzindo lévemente o sobr'olho:,1
Não comprehendo bem. Com isso tudo,1
O que vens a dizer?,1
CLAUDIA sorrindo, palaciana e misteriosa:,1
Que te saúdo...,1
E recolhe em silencio aos seus aposentos, deixando tombar atraz de si as,1
prégas do reposteiro.,1
Poncio ficou sósinho, meditando. Logo apparece no terraço o Ostiario que,1
veio do andar terreo pela escada exterior.,1
Poncio, recebes agora?,1
PONCIO erguendo-se:,1
E quem é que me procura?,1
O sacerdote judeu,1
Hanan.,1
PONCIO surprezo, como comsigo:,1
Hanan procurar-me,1
Na Torre Antonia, a esta hora?,1
--Ostiario, succedeu,1
Alguma coisa?...,1
Não sei.,1
O povo está socegado.,1
PONCIO depois de reflectir:,1
Manda entrar o sacerdote,1
Para aqui mesmo.,1
Retira-se para o terraço o Ostiario. Poncio, que ficára preoccupado, diz,1
como comsigo:,1
Cuidado!...,1
Vae buscar uma adaga á panoplia mais proxima e mette-a no cinturão; pôe,1
em cima da meza o pilo de ouro que estava encostado ao busto de Tiberio.,1
Senta-se novamente na cadeira.,1
A um gesto do Ostiario, dois vultos subiram a escada, e a breve trecho,1
appareceram no terraço; são dois homens, cujos semblantes o luar,1
illumina. Um é Judas; o outro um velho de setenta annos, mas válido e,1
robusto--o ex-Grande Sacerdote Hanan, sogro do Grande Sacerdote Kaíapha.,1
Meão d'estatura, barba cerrada e não comprida onde abundam as brancas,,1
assim como no bigode hirsuto e no longo cabello descuidado; nariz,1
adunco, olhos azues e penetrantes. E seu trajar egual ao do mais humilde,1
filho d'Israel: tunica e manto, mitra redonda no alto da cabeça;,1
chinellos muito usados. Dir-se-ía que tal modestia d'aspecto foi um,1
calculo, um disfarce... Ha porem na sua fisionomia e na voz resoluta e,1
aspera a expressão da velhacaria e do mando.,1
O Ostiario retirou-se pela escada. Judas foi postar-se junto do busto de,1
Tiberio, com ar matreiro, e d'ali segue attento as fases do dialogo a,1
que vamos assistir.,1
HANAN que se adiantou até á presença de Poncio, curvando-se perante,1
elle:,1
Tenho intima alegria, ao ver que no teu rosto,1
Amavel transparece um juvenil composto,1
De puro entendimento e de vigor e saúde.,1
No falar respeitoso, humilde na attitude,,1
O sacerdote Hanan ao grande Poncio envia,1
Protestos de leal e eterna simpathia.,1
PONCIO que nem para elle olhou, desdenhoso:,1
O alamo gigante, ao estender os braços,1
Como para cingir Apollo, que os espaços,1
Domína, mostra quanto é grande na affeição,,1
Mas fructos não produz: É como a adulação.,1
--Hanan, ouvir-te-ei attentamente.,1
HANAN fingindo não ter percebido:,1
Vim,1
Para que tu me dês auxilio.,1
PONCIO ironico:,1
Como assim?,1
De noite? acompanhado?,1
Este homem ouve, e cala,1
Tudo o que ouvir. Demais, é-nos preciso.,1
PONCIO voltou-se um pouco, lançou um rapido olhar a Judas, e depois,,1
encostando o braço á meza e com a cabeça reclinada na mão:,1
Fala.,1
HANAN muito submisso de começo:,1
Embora nos vencesse a furia dos romanos,1
Em tempos que lá vão; embora muitos damnos,1
Haja soffrido o povo heroico d'Israel,,1
Ás suas tradições conserva-se fiel,,1
Na crença do seu Deus respeito manifesta.,1
Religião sómente é hoje o que lhe resta,,1
Porque tudo entregou ás mãos do vencedor;,1
Por isso ha de manter, altivo e com fervor,,1
O que elle considera um virginal trofeu!,1
--Dize-me então se é justo ou não é justo que eu,1
Procure lealmente ao povo garantir,1
A crença de Moysés, agora e no porvir.,1
PONCIO, serenamente, mas deixando accentuado o seu desdem, aquelle,1
desdem dos romanos pelos povos vencidos:,1
Não sei do que se trata, Hanan; mas sempre digo,1
Uma coisa que eu penso ha muito a sós comigo:,1
Do leito has de saír com mais celeridade,1
Para zelar melhor a tua propriedade,,1
E com menos se alguem te fôr dizer, de rastros,,1
Que descobriu no ceu ladrões roubando os astros.,1
HANAN offendido, elevando a voz:,1
Duvídas de que seja o meu falar sincero?,1
Julgas que estou mentindo, e em nada considero,1
A minha crença?,1
PONCIO olhando para elle de fito, severamente:,1
Olá!...,1
HANAN matreiro:,1
Desculpa-me. Prometto,1
Não me exaltar de novo, ó Poncio.,1
PONCIO sem desviar d'elle o olhar:,1
O mel do Hymetto,1
Agrada a toda a gente... e fica bem na fala.,1
HANAN muito submisso:,1
Dou-te razão; mas vê que dôr nenhuma eguala,1
A dôr que sinto. E não terei motivo? Escuta:,1
Aquella sã doutrina, a doutrina impoluta,1
Que nos deixou Moysés, o grande fundador,1
Da nação, que livrou das garras do oppressor,1
O povo escravisado, e que á ditosa grei,1
Legou, depois da Fuga, um Deus e Patria e Lei!,1
A doutrina sublime, erario de virtudes,,1
Que tem ficado illesa ainda nas mais rudes,1
Provações...,1
PONCIO cortando a harenga, novamente em tom sarcastico:,1
Vaes falar d'alguem profeta novo,,1
Que anda por'hi talvez a amotinar o povo,1
Contra os amigos teus?--Pois hei de protegel-o.,1
Apraz-me não tocar nem siquer n'um cabello,1
D'esse homem.,1
HANAN refreando a cólera:,1
Mas porquê? Terás razões secretas?,1
Quem as tem não sou eu: são elles, os profetas,,1
Ao falarem de ti.,1
HANAN com ironia e falsa humildade:,1
Então! sê razoavel,1
E mostra coherencia, ó tiranno implacavel!,1
Um cadaver de mais, um cadaver de menos,,1
É coisa que não leva aos teus dias serenos,1
Nenhuma inquietação, nenhum remorso.,1
Animando-se pouco a pouco:,1
E quando,1
Um sacerdote probo e honesto e venerando,1
Em nome da Judéa a morte solicíta,1
Para um vil criminoso, o teu rancor hesíta?!,1
Esplodindo, francamente:,1
De cumprir o dever percebo o que te afasta:,1
Quem te fala sou eu, que tu odeias!,1
PONCIO fitando-o enfurecido, dá um murro na meza; e erguendo-se:,1
Basta!,1
Sabes que essas razões não oiço, nem toléro,,1
E que digo uma vez que não, quando não quero!,1
--Como o poder de Roma aos homens do Conselho,1
Tirou todo o poder de tingir de vermelho,1
N'um banho sanguinario os corpos fraternaes,,1
Privados de lavrar sentenças capitaes,1
Sem que eu lhes dê meu voto, imaginaste, Hanan,,1
Que eu poderia, qual infame barregã,,1
Despejar a vergonha á rua, como o lixo,,1
Para satisfazer depois o teu capricho?,1
Porque uma voz protesta e clama contra o vil,1
Conselho que assoberba o povo e que, febril,,1
Anda a espiar na sombra, a procurar o instante,1
Em que ha de ser traidor ao Cezar triunfante;,1
Porque um homem possue a civica ousadia,1
De guerrear talvez a tua hipocrisia,,1
Venerando ancião, tiveste uma lembrança:,1
Transformar o meu voto em arma de vingança,1
Cobarde! Sim! Bem vejo a idéa que te inflamma!,1
Agarrando no pilo:,1
Pois digo-te que nunca has de caír na lama,1
Co'o pilo de oiro! Não! D'Oriente a Occidente,,1
A aguia de Roma é grande, e nunca foi serpente!,1
E poisando o pilo na meza, com ruido, senta-se.,1
HANAN depois de algum silencio, tentando convencel-o á bôa paz:,1
Eu não falo por mim; eu falo por Moysés,,1
Cuja doutrina tem sido calcada aos pés,1
D'um homem, que apresenta uma doutrina estranha,1
Ao direito e á lei; que os pobres arrebanha,1
Só para dizer mal dos grandes e dos ricos;,1
Que dirige a palavra aos seres impudícos,,1
Ás mulheres venaes, aos infimos ladrões;,1
Que anda em nome de Deus a conceder perdões,1
A toda a gente; emfim, que o povo, em desatino,,1
Se atreve a inculcar como um ente divino!,1
PONCIO tranquillo, sorrindo:,1
Quem sabe?... Pode ser...,1
HANAN recuando, como se ouvisse uma heresia:,1
O quê?!,1
PONCIO com bonhomia, exagerando muito o valor das palavras:,1
Se te reféres,1
Ao Nazareno em vão me falas. Nunca espéres,1
Que eu ponha ao teu serviço a minha autoridade,1
Para o matar. Não mato uma celebridade.,1
Conheço-o muito bem. Inda ha trez dias teve,1
Uma grande ovação. De resto, não se atreve,1
A suscitar no povo o odio contra o Império:,1
Deseja que se entregue a Deus e a Tibério,1
O que pertence a Deus e o que pertence a Roma.,1
Agrada-me o desejo. É o melhor diploma,1
Que lhe ha de garantir a minha protecção.,1
HANAN ao ouvido de Judas:,1
Ficou tudo perdido, ó Judas.,1
JUDAS reservadamente:,1
Ainda não.,1
Péde para eu falar.,1
Duvído...,1
Experimenta.,1
HANAN muito supplicante a Poncio:,1
Senhor, ouve as razões que este homem apresenta:,1
Conhece o Nazareno, e sabe tudo...,1
PONCIO olhou novamente para Judas, e com enfadada condescendencia:,1
Vá.,1
Pode falar, mas bréve.,1
JUDAS avança até á presença de Poncio. Saúdou-o, e muito senhor de si,,1
firme, resoluto, assim começa:,1
Eu nasci em Judá.,1
Odeio a Galiléa, e, sempre respeitoso,,1
Me curvei de Tibério ao vulto majestoso.,1
--Engana-te, senhor, aquelle que disser,1
Que o profeta de quem falou Hanan requer,,1
Como acabei de ouvir, as attenções do povo,1
Para o império de Roma.,1
PONCIO estremeceu, carregou o semblante:,1
JUDAS com sinceridade hypocrita:,1
Não me demôvo,1
De dizer a verdade, inda que soffra o peso,1
Do remorso, indicando um amigo indefeso,1
Á justiça de Roma e do Conselho! Brado,1
Em voz altisonante: Ó Poncio, és enganado!,1
O Profeta conspira, em intimo rancor,,1
Contra a lei de Moysés e contra o vencedor!,1
--De tal conspiração confio-te o segredo...,1
Approximou-se mais de Poncio, que continúa assentado, e fala-lhe agora,,1
insinuante, incisivo, um pouco por detraz d'elle, encostando-se até á,1
curva da cadeira. Poncio escuta-o em silencio, com o olhar brilhante e,1
fixo em um ponto, todo o seu sentido concentrado nas palavras que sáem,1
dos labios de Judas como subtil veneno.,1
Porque abate no mar, ás vezes, um rochedo,1
Austero, alcantilado, enorme?--Toda a gente,1
Julgava-o rijo, forte, invencivel, potente,,1
Que do seu dormitar ninguem o accordaria,,1
Que o Tempo, esse feroz destruidor, seria,1
Incapaz de roer-lhe o corpo giganteu...,1
Mas certa noite o monstro herculeo estremeceu,,1
Barafustou no espaço, e com fragor medonho,1
Afundou-se no abismo, ao despertar d'um sonho!,1
--Que forças colossaes, que forças imprevistas,1
O venceram? O sol ia doirar-lhe as cristas,1
Majestosas, assim que despontava ao largo;,1
A Lua namorada, em languido lethargo,,1
Cobria-lhe de prata o dorso negro e frio,,1
Que as lagrimas do ceu tornavam tão macío,1
Como um peito de cisne ou face de mulher...,1
O proprio Creador do Mundo nem siquer,1
Lhe causava receio. Em doidas convulsões,,1
Um raio desabou das vastas amplidões,1
Sobre elle, e a sua voz, longe de ser magoada,,1
Soltou-se em desdenhosa e grande gargalhada!,1
--Que forças colossaes, que forças imprevistas,,1
Lhe fizeram baixar as invenciveis cristas?,1
Que forças?--Perguntae-o áquella massa informe,,1
Que por vezes murmúra e que por outras dorme,1
Em profundo silencio; interrogae o Mar,,1
Que outr'ora vinha, meigo e humilde, a caminhar,1
Do horisonte sem fim, da solidão distante,,1
Para oscular os pés do impávido gigante!,1
Interrogae o vil hipocrita, que ao passo,1
Que era meigo e humilde, em fraternal abraço,,1
Tratava de roer, silenciosamente,,1
As bases do colosso athletico e indiff'rente,,1
Que afinal, certa noite, ao despertar d'um sonho,,1
No abismo tombou com fragor tão medonho,,1
Que as Estrellas, ouvindo aquelle enorme grito,,1
Sentiram-se tremer d'horror no Infinito!,1
PONCIO ergue-se de chofre, com o olhar incendido, trémulo, os braços,1
alevantados. E o seu vulto branco, destacando-se no fundo escuro da,1
vasta quadra, dir-se-ía o d'um espectro de destruição.,1
Ha colossos que teem gigantes nas entranhas,,1
Féros como leões, grandes como as montanhas!,1
Possuem dos clarins as frases inspiradas,,1
E fusilam do olhar relampagos d'espadas!,1
Ó mares da perfidia, andaes a carcomer,1
As bases do colosso herculeo do poder?,1
Tende cuidado, anões, co'os ríjidos ciclópes!,1
Ondas que assim correis, que vindes em galopes,,1
Apressadas, servís, infames... Para traz!,1
Que para reprimir a vossa furia audaz,,1
Para que o vosso dente ao monstro não carcoma,,1
Basta um simples olhar dos hercules de Roma!,1
E passeiando agitado, raciocinando e resolvendo de prompto:,1
Prefiro debelar de prompto a crise. Ignoro,1
Se falaste verdade, ou se acaso labóro,1
Em uma vil intriga! A dúvida me envolve...,1
Mas n'esta situação o meu poder resolve,1
O que julga efficaz. Esse traidor proféta,1
Ha de attingir ainda hoje a tenebrosa méta,1
Da existencia. Vou dar a ordem da prisão,1
Do Zéfiro subtil com furias d'Aquilão!,1
HANAN detendo-o, supplicante, receioso:,1
Sê prudente, senhor. O sangue d'innocentes,1
Não deverá correr. Escuta os meus prudentes,1
Conselhos, bom amigo. Ai! poupa-me a Judéa!...,1
Escuta-me, por Deus! e a indignação refreia!,1
Tenho medo do povo... elle é tão leviano!...,1
Será muito melhor seguir o nosso plano.,1
PONCIO sem querer ouvil-o:,1
Que poderá falhar!,1
HANAN n'um protesto:,1
Que é firme!,1
Que é seguro!,1
HANAN matreiramente:,1
Uma escolta romana ao meu dispôr, e juro,1
Por Moysés que ámanhã de noite será preso,1
O Nazareno.,1
E em tom de muita confiança, como velha autoridade que bem conhece os,1
seus governados:,1
O povo ha de ficar surpreso,,1
Ao saber no outro dia a grande nova. Embora!,1
Não deve protestar, porque elle não ignora,1
Que é depois d'ámanhã o dia consagrado,1
Ao festejo da Paschoa. Assim, manietado,1
E mudo, ha de assistir ao julgamento e morte,1
Do Proféta.--Senhor, bem vês que d'esta sorte,1
Moysés perde um rival, Tibério um inimigo.,1
--Este homem prometteu que ha de ensinar o abrigo,1
Onde fica de noite o Nazareno occulto,1
E os discipulos...,1
Que hão de fugir ao tumulto...,1
PONCIO que os ouviu taciturno, balbucia, como falando a si proprio:,1
«Um cadaver de mais, um cadaver de menos,1
É coisa que não traz aos meus dias serenos,1
Nenhuma inquietação, nenhum remorso...»--Hanan,,1
Dás-me a tua palavra...?,1
O Proféta, ámanhã,1
Por esta hora, se Deus não se mostrar contrário,,1
Ha de estar preso.,1
Bem! Pois n'esse caso...,1
Dirige-se ao terraço e batendo as palmas, chamando:,1
Ostiario!,1
HANAN radiante de alegria, ao ouvido de Judas:,1
Ganhámos, afinal! Serás recompensado,1
Pelo teu grande zelo, ó Judas.,1
JUDAS soturno:,1
Obrigado...,1
Um prémio te darei. Trinta moedas; queres?,1
De prata!,1
JUDAS indifferente:,1
Sim, Hanan... Acceito o que me deres.,1
O OSTIARIO que appareceu no terraço:,1
Chamaste-me?,1
É de crêr que no Pretorio esteja,1
Algum centurião. É Poncio quem deseja,1
Que se dê cumprimento a tudo que estes dois,1
Homens disserem.,1
Bem.,1
Fique entendido pois.,1
Ao Pretorio tu mesmo agora os encaminha.,1
E passando pela frente de Judas e de Hanan, sem para elles olhar,,1
retira-se para os seus aposentos.,1
HANAN que se curvára muito á passagem de Poncio, murmúra:,1
Moysés ha de vencer!...,1
JUDAS tambem n'um murmurio, quasi inaudivel:,1
Maria ha de ser minha!...,1
Vão-se com o Ostiario pela outra porta.,1
Apparece então a escrava Geda, que se encaminha para o terraço.,1
GEDA affasta o coxim, trazendo-o para o interior da quadra e faz correr,1
parte do reposteiro que pende do arco.,1
Vae repoisar a minha ama...,1
Como a noite é calma e linda!,1
Mas ninguem ha que prescinda,1
Das indolencias da cama!,1
Muito ingrata a Humanidade,,1
Que acha as trévas de Morpheu,1
Preferiveis a este ceu,1
De risonha castidade!,1
Talvez seja por vingança,1
Que a mostrar-nos a outra face,1
A Lua não se abalança!,1
Seja lá pelo que fôr,,1
Que sem protesto não passe,,1
Diana, o teu desamor!,1
Acaba de fazer correr brandamente o reposteiro. Depois vae buscar o,1
candalabro e dispõe-se a leval-o comsigo.,1
Mas o reposteiro agita-se, é corrido pela parte exterior por mão nervosa,1
e resoluta, e uma mulher d'Israel apparece offegante, com o rosto,1
occulto por espesso veu de lã negra.,1
A MULHER adiantando-se como procurando alguem:,1
Claudia?,1
GEDA admirada e insolente:,1
Quem te deu a livre entrada?,1
Que vens fazer aqui, judía?,1
Venho,1
Para falar a Claudia, unicamente,1
É este o meu empenho.,1
E que importa o motivo, se é costume,1
Não entrar sem licença do Ostiario?,1
Em pouco a minha falta se resume:,1
Vi tudo solitario...,1
Esperasses.,1
Desculpa-me...,1
Duvído,1
De que a minha ama te receba. É tarde.,1
A menos que a tivesses prevenido,1
De vir, e que te aguarde.,1
A MULHER assumindo attitude imperiosa:,1
Urge que eu fale a Claudia. É muito sério,1
O que me traz!,1
GEDA dominada pelo tom de voz da desconhecida, colloca o candalabro na,1
meza.,1
Eu vou...--Temos misterio!,1
E entra nos aposentos de Claudia.,1
A mulher, vendo-se sósinha, ergue então o véo. É Maria de Bethania. Á,1
fadiga reune-se no seu rosto transtornado profundo abatimento moral.,1
MARIA com os olhos erguidos ao ceu, os labios balbuciantes, como n'uma,1
préce:,1
Ó essencia do Bem! ó divinal encanto,,1
Que fazes do Amor a tua crença unica!,1
Presinto que a Desgraça estende o negro manto,1
E deixa a descoberto a sanguinaria tunica,,1
Pairando sobre ti mais proxima que outr'ora,1
Presinto que o teu rosto, onde sorri ventura,,1
Em breve deixará de ser como é a aurora,,1
Tornando-se, meu Deus! em grande noite escura!,1
Mostra-te para mim bondoso e esmoler:,1
Escuta-me, Senhor! E que seja bastante,,1
Para fazer da noite aurora triunfante,,1
Uma lagrima ardente e pura de mulher.,1
E fica absorta, com a cabeça encostada ao pedestal do busto de Tiberio.,1
CLAUDIA apparece muito descuidosa, e, ao vel-a, não reprime o seu,1
assombro.,1
Maria de Bethania?! O quê? Pois tu,1
Ousaste vir aqui? Pois desafías,1
Com a tua presença o meu rancor?,1
Tens a loucura, a falta de criterio,,1
_De brincar com as cinzas inda quentes_?,1
MARIA baixou a fronte; e a meia voz:,1
Perdôa-me, Senhora...,1
O que fizeste,1
Da altivez soberana e do teu odio?,1
Perdôa-me, senhora. Quem se humilha,,1
É porque tudo esquece, e quem supplíca,1
O perdão d'uma offensa, tem direito,1
A ser ouvida...,1
CLAUDIA encostando-se á meza, e esmagando Maria com a imponencia da sua,1
figura:,1
Apraz-me isso que dizes.,1
Tu propria te encarregas de vingar-me.,1
Optimamente!--O que é que tu me queres?,1
MARIA com meiguice:,1
Nunca viste, depois da tempestade,,1
Quando vem a bonança,,1
Resplandecer de luz na immensidade,1
O Arco da Alliança?,1
Pois que venha, senhora, em tal momento,,1
Um meigo olhar bondoso,1
Alegrar do teu rosto o firmamento,1
Como o divino traço luminoso.,1
CLAUDIA com uma risada:,1
Não faças poesia, que Virgilio,1
Mandou lançar a sua Eneida ao fogo!,1
Começas muito mal. Por um idilio!...,1
Do teu poema a sorte pões em jogo...,1
MARIA docemente:,1
Na ironia cruel quanta amargura!,1
Esta hora é suprema.,1
Vou falar-te d'um ser todo candura...,1
CLAUDIA zombeteira, petulante:,1
O heroe do teu poema?,1
MARIA animando-se pouco a pouco:,1
Heroe, disseste bem, mas que regeita,1
O gladio vingador,,1
E que tem na palavra uma arma affeita,1
Á bondade, ao amor...,1
Ouvindo-lhe o falar tão meigo e doce,1
Que de manso deslisa,,1
Perfumado, subtil, como se fosse,1
O perpassar da brisa,,1
As almas estremecem, de sentidas,,1
E ficam-se amorosas,,1
Desabrochando trémulas, florídas,,1
Como botões de rosas!,1
Ha já trez dias, Claudia, que o terror,1
É para mim veneno!,1
Querem matal-o! Ai! salva o meu amor!,1
Ai! salva o Nazareno!,1
Não deixes que lhe roubem a existencia,,1
E termina o martirio,1
D'esta paixão que tem do Sol a ardencia,,1
E a pureza d'um lirio!,1
Ordena que o não matem, Claudia! acalma,1
Os monstros malfasejos,,1
Que eu a teus pés arrojarei minh'alma,1
N'um effluvio de beijos!,1
E cáe de joelhos em frente d'ella, com a fronte erguida, o olhar febril,,1
os braços estendidos, supplicante.,1
CLAUDIA depois de nova risada:,1
Isto é completamente um caso novo,,1
E agrada-me de véras,1
Que sejas tu, mulher, em vez do povo,,1
Quem venha interceder pelo Profeta,1
Com lagrimas sinceras!,1
É bello!,1
Tem piedade!,1
CLAUDIA revolvendo na ferida o punhal da ironia:,1
Honra o teu sexo,1
O platonico amor que te inquieta;,1
E n'elle vejo mais do que um reflexo,1
Do feminil civismo d'outras eras.,1
Tu excedes Cornelia,,1
E de Coriolano a mãe Veturia!,1
--Tenho notado haver n'esta Judéa,1
Mais valor nas mulheres que nos homens,,1
O que toma o aspecto d'uma injuria,1
Ás patricias de Rhéa!,1
Judith a Holofernes rouba a vida,,1
Para salvar o povo seu amante,,1
Ao vêr que elle agonisa;,1
Esther, em patrio amor toda incendida,,1
De Assuéro affronta a crueldade e insânia;,1
Debóra, a profetisa,,1
Entra na lucta e sae-se triunfante...,1
Agora vem Maria de Bethania!,1
--Palavra, que a Judéa é divertida!,1
Rindo sempre, passou pela frente de Maria e sentou-se no coxim, depois,1
de ageitar-lhe as almofadas.,1
MARIA erguendo-se, n'um movimento de indignação:,1
Mas põe fim ao desdem, que chega a ser um crime!,1
Quando uma alma se dobra e tanto se deprime,,1
Quando um peito soluça, a compaixão ordena,1
Que a ironia que esmaga e o riso que envena...,1
A um olhar severo de Claudia, humildemente:,1
Oh! peço-te perdão! Esqueço-me de tudo,1
Que não seja o tormento indómito e agudo,,1
Que me offusca a razão e o peito me lacéra!,1
Perdôa. Tem piedade. Apenas eu quizera,1
Que soubesses tambem como é risonha a vida,,1
Que toda se consagra a uma entidade querida:,1
Sorrir quando sorri, chorar quando ella chora;,1
Respirar o subtil perfume que evapora;,1
Enchermo-nos da luz que o seu olhar derrama;,1
Silenciosamente, amar tudo o que ella ama;,1
Ouvir-lhe da palavra a doce melodía,1
Tão limpida, tão casta e pura, que enebría,,1
Vibrando dentro em nós alguma coisa ideal,,1
Semelhante, no brilho, ao riso divinal,1
Da estrella que, tremente, em candidez scintilla,,1
Quando ao longe a manhã vem a romper tranquilla.,1
Claudia tem-se reclinado no coxim e, cerrando as palpebras, conserva-se,1
impassivel. Maria cae de joelhos junto d'ella.,1
Ó Claudia, sê bondosa e presta-me sentido:,1
Tu poderás talvez, pedindo a teu marido...,1
Tu és bôa, afinal; e eu fui leviana,1
Quando te respondi com altivez soberana.,1
Esqueces tudo, sim? Já não me tens rancor,1
E vaes poupar minh'alma, ó Claudia, á enorme dôr...,1
--Mas fala, mas responde a isto que eu te peço!,1
Ai! que ella não me escuta! Ó Deus, eu enlouqueço!,1
E chora convulsamente, com a cabeça entre as mãos, os cotovellos,1
fincados no coxim.,1
Claudia, sempre immovel, impassivel, parece dormitar.,1
Ao cabo de copioso pranto, Maria afasta do rosto as mãos, e continuando,1
de joelhos, com o olhar vago, como em extasi, as mãos com os dedos,1
enclavinhados sobre o regaço, diz em voz muito dolente:,1
Não me resta uma esperança,,1
Pois não me escuta ninguem!,1
Dorme a eterna Divindade,1
No azul da Immensidade,,1
Nos horisontes d'além,,1
Onde não chega um suspiro,,1
Onde o silencio é profundo.,1
Ha de ser bom tal dormir,,1
Descuidoso do porvir,,1
Descuidoso d'este mundo,,1
N'aquelle reino divino,1
Tecido por andorinhas,,1
Feito só para os honrados,,1
Para os bons e desprezados,,1
Para as meigas creancinhas...,1
Tão sereno como o lago,1
Da Galiléa florída,,1
Que se formou por encanto,1
Do arrependido pranto,1
Da mãe Eva arrependida...,1
--Parece mesmo que o vejo,1
No seu manto azul. Dir-se-ia,1
Que o firmamento amoroso,1
Teve a alegre fantasía,1
De enviar á terra um beijo,1
Puro, suave, bondoso...,1
Parece mesmo que o vejo.,1
--É seu olhar calmo e doce;,1
A tudo o mais fica estranho,,1
Quando distingue o fulgor,1
Dos astros, como se fosse,1
O cuidadoso pastor,1
Do scintillante rebanho...,1
É seu olhar calmo e doce...,1
MARIA continuando alheiada a tudo:,1
Tem o brilho das seáras,1
O cabello perfumado,,1
Que nos hombros lhe descansa,1
E lhe cerca as faces claras.,1
É tão formoso e doirado,1
Como um sorrir de creança...,1
Tem o brilho das searas,1
Seu cabello perfumado...,1
MARIA ergue-se vagarosamente; e, resignada:,1
Mais uma vez perdão te peço. Eu vou sahir,1
E não perturbarei, ó Claudia, o teu dormir.,1
Reconheço por fim que era a esperança fátua.,1
É inutil chorar em frente d'uma estátua...,1
--Retiro-me vencida, assim como o pagão,,1
Que dedicou á Sphinge, ardentemente e em vão,,1
Os gritos da sua alma e os canticos do amor.,1
Podes dormir risonha: eu levo a minha dôr!,1
